test_case,label,target,functionality
आई हेट आल दी पकिस्तानीस ऑफ़ डिस सोसायटी,hateful,Pakistani,MF4
आई हेट आल दी ट्रांस पीपल ऑफ़ डिस सोसायटी,hateful,Eunuch,MF4
आई हेट आल दी दलित्स ऑफ़ डिस सोसायटी,hateful,Dalit,MF4
आई हेट आल दी विमेंस ऑफ़ डिस सोसायटी,hateful,Woman,MF4
आई हेट आल दी लोअर कास्ट पीपल ऑफ़ डिस सोसायटी,hateful,Lower Caste,MF4
आई हेट आल दी ब्रिटिश ऑफ़ डिस सोसायटी,hateful,British,MF4
आई हेट आल दी होमोसेक्सुअल पीपल ऑफ़ डिस सोसायटी,hateful,Homosexual,MF4
हिन्दुस् लाइक यू इस कैंसर टू आवर सोसायटी,hateful,Hindu,MF4
मुस्लिम्स लाइक यू इस कैंसर टू आवर सोसायटी,hateful,Muslim,MF4
बांग्लादेशीस लाइक यू इस कैंसर टू आवर सोसायटी,hateful,Bangladeshi,MF4
पकिस्तानीस लाइक यू इस कैंसर टू आवर सोसायटी,hateful,Pakistani,MF4
ट्रांस पीपल लाइक यू इस कैंसर टू आवर सोसायटी,hateful,Eunuch,MF4
दलित्स लाइक यू इस कैंसर टू आवर सोसायटी,hateful,Dalit,MF4
विमेंस लाइक यू इस कैंसर टू आवर सोसायटी,hateful,Woman,MF4
लोअर कास्ट पीपल लाइक यू इस कैंसर टू आवर सोसायटी,hateful,Lower Caste,MF4
ब्रिटिश लाइक यू इस कैंसर टू आवर सोसायटी,hateful,British,MF4
होमोसेक्सुअल पीपल लाइक यू इस कैंसर टू आवर सोसायटी,hateful,Homosexual,MF4
हिन्दुस् डस नॉट कंट्रीब्यूट टू एनीथिंग,hateful,Hindu,MF4
मुस्लिम्स डस नॉट कंट्रीब्यूट टू एनीथिंग,hateful,Muslim,MF4
बांग्लादेशीस डस नॉट कंट्रीब्यूट टू एनीथिंग,hateful,Bangladeshi,MF4
पकिस्तानीस डस नॉट कंट्रीब्यूट टू एनीथिंग,hateful,Pakistani,MF4
ट्रांस पीपल डस नॉट कंट्रीब्यूट टू एनीथिंग,hateful,Eunuch,MF4
दलित्स डस नॉट कंट्रीब्यूट टू एनीथिंग,hateful,Dalit,MF4
विमेंस डस नॉट कंट्रीब्यूट टू एनीथिंग,hateful,Woman,MF4
लोअर कास्ट पीपल डस नॉट कंट्रीब्यूट टू एनीथिंग,hateful,Lower Caste,MF4
ब्रिटिश डस नॉट कंट्रीब्यूट टू एनीथिंग,hateful,British,MF4
होमोसेक्सुअल पीपल डस नॉट कंट्रीब्यूट टू एनीथिंग,hateful,Homosexual,MF4
"यु नो व्हाट ईस मोर डेंजरस इन दी वर्ल्ड, हिन्दुस्",hateful,Hindu,MF4
"यु नो व्हाट ईस मोर डेंजरस इन दी वर्ल्ड, मुस्लिम्स",hateful,Muslim,MF4
"यु नो व्हाट ईस मोर डेंजरस इन दी वर्ल्ड, बांग्लादेशीस",hateful,Bangladeshi,MF4
"यु नो व्हाट ईस मोर डेंजरस इन दी वर्ल्ड, पकिस्तानीस",hateful,Pakistani,MF4
"यु नो व्हाट ईस मोर डेंजरस इन दी वर्ल्ड, ट्रांस पीपल",hateful,Eunuch,MF4
"यु नो व्हाट ईस मोर डेंजरस इन दी वर्ल्ड, दलित्स",hateful,Dalit,MF4
"यु नो व्हाट ईस मोर डेंजरस इन दी वर्ल्ड, विमेंस",hateful,Woman,MF4
"यु नो व्हाट ईस मोर डेंजरस इन दी वर्ल्ड, लोअर कास्ट पीपल",hateful,Lower Caste,MF4
"यु नो व्हाट ईस मोर डेंजरस इन दी वर्ल्ड, ब्रिटिश",hateful,British,MF4
"यु नो व्हाट ईस मोर डेंजरस इन दी वर्ल्ड, होमोसेक्सुअल पीपल",hateful,Homosexual,MF4
आई कैंट टॉलरेट हिन्दुस् लाइक यू,hateful,Hindu,MF4
आई कैंट टॉलरेट मुस्लिम्स लाइक यू,hateful,Muslim,MF4
आई कैंट टॉलरेट बांग्लादेशीस लाइक यू,hateful,Bangladeshi,MF4
आई कैंट टॉलरेट पकिस्तानीस लाइक यू,hateful,Pakistani,MF4
आई कैंट टॉलरेट ट्रांस पीपल लाइक यू,hateful,Eunuch,MF4
आई कैंट टॉलरेट दलित्स लाइक यू,hateful,Dalit,MF4
आई कैंट टॉलरेट विमेंस लाइक यू,hateful,Woman,MF4
आई कैंट टॉलरेट लोअर कास्ट पीपल लाइक यू,hateful,Lower Caste,MF4
आई कैंट टॉलरेट ब्रिटिश लाइक यू,hateful,British,MF4
आई कैंट टॉलरेट होमोसेक्सुअल पीपल लाइक यू,hateful,Homosexual,MF4
हिन्दुस् आर मॉडेरफाकर,hateful,Hindu,MF4
मुस्लिम्स आर मॉडेरफाकर,hateful,Muslim,MF4
बांग्लादेशीस आर मॉडेरफाकर,hateful,Bangladeshi,MF4
पकिस्तानीस आर मॉडेरफाकर,hateful,Pakistani,MF4
ट्रांस पीपल आर मॉडेरफाकर,hateful,Eunuch,MF4
दलित्स आर मॉडेरफाकर,hateful,Dalit,MF4
विमेंस आर मॉडेरफाकर,hateful,Woman,MF4
लोअर कास्ट पीपल आर मॉडेरफाकर,hateful,Lower Caste,MF4
ब्रिटिश आर मॉडेरफाकर,hateful,British,MF4
होमोसेक्सुअल पीपल आर मॉडेरफाकर,hateful,Homosexual,MF4
आई  वांट टू डिस्ट्रॉय अल  दी हिन्दुस्ऑफ़ आवर  कंट्री,hateful,Hindu,MF4
आई  वांट टू डिस्ट्रॉय अल  दी मुस्लिम्सऑफ़ आवर  कंट्री,hateful,Muslim,MF4
आई  वांट टू डिस्ट्रॉय अल  दी बांग्लादेशीसऑफ़ आवर  कंट्री,hateful,Bangladeshi,MF4
आई  वांट टू डिस्ट्रॉय अल  दी पकिस्तानीसऑफ़ आवर  कंट्री,hateful,Pakistani,MF4
आई  वांट टू डिस्ट्रॉय अल  दी ट्रांस पीपल ऑफ़ आवर  कंट्री,hateful,Eunuch,MF4
आई  वांट टू डिस्ट्रॉय अल  दी दलित्सऑफ़ आवर  कंट्री,hateful,Dalit,MF4
आई  वांट टू डिस्ट्रॉय अल  दी विमेंसऑफ़ आवर  कंट्री,hateful,Woman,MF4
आई  वांट टू डिस्ट्रॉय अल  दी लोअर कास्ट पीपल ऑफ़ आवर  कंट्री,hateful,Lower Caste,MF4
आई  वांट टू डिस्ट्रॉय अल  दी ब्रिटिशऑफ़ आवर  कंट्री,hateful,British,MF4
आई  वांट टू डिस्ट्रॉय अल  दी होमोसेक्सुअल पीपल ऑफ़ आवर  कंट्री,hateful,Homosexual,MF4
"होइनएवर आई  सी  ए हिन्दू, आई  वांट  टू कील  हिम  ",hateful,Hindu,MF4
"होइनएवर आई  सी  ए मुस्लिम, आई  वांट  टू कील  हिम  ",hateful,Muslim,MF4
"होइनएवर आई  सी  ए बांग्लादेशी, आई  वांट  टू कील  हिम  ",hateful,Bangladeshi,MF4
"होइनएवर आई  सी  ए पकिस्तानी, आई  वांट  टू कील  हिम  ",hateful,Pakistani,MF4
"होइनएवर आई  सी  ए ट्रांस पीपल, आई  वांट  टू कील  हिम  ",hateful,Eunuch,MF4
"होइनएवर आई  सी  ए दलित, आई  वांट  टू कील  हिम  ",hateful,Dalit,MF4
"होइनएवर आई  सी  ए वुमन, आई  वांट  टू कील  हिम  ",hateful,Woman,MF4
"होइनएवर आई  सी  ए लोअर कास्ट पीपल, आई  वांट  टू कील  हिम  ",hateful,Lower Caste,MF4
"होइनएवर आई  सी  ए ब्रिटिश, आई  वांट  टू कील  हिम  ",hateful,British,MF4
"होइनएवर आई  सी  ए होमोसेक्सुअल पीपल, आई  वांट  टू कील  हिम  ",hateful,Homosexual,MF4
डिसगास्टेड बाई आल दी हिन्दुस् अराउंड हेयर,hateful,Hindu,MF4
डिसगास्टेड बाई आल दी मुस्लिम्स अराउंड हेयर,hateful,Muslim,MF4
डिसगास्टेड बाई आल दी बांग्लादेशीस अराउंड हेयर,hateful,Bangladeshi,MF4
डिसगास्टेड बाई आल दी पकिस्तानीस अराउंड हेयर,hateful,Pakistani,MF4
डिसगास्टेड बाई आल दी ट्रांस अराउंड हेयर,hateful,Eunuch,MF4
डिसगास्टेड बाई आल दी दलित्स अराउंड हेयर,hateful,Dalit,MF4
डिसगास्टेड बाई आल दी विमेंस अराउंड हेयर,hateful,Woman,MF4
डिसगास्टेड बाई आल दी लोअर कास्ट अराउंड हेयर,hateful,Lower Caste,MF4
डिसगास्टेड बाई आल दी ब्रिटिश अराउंड हेयर,hateful,British,MF4
डिसगास्टेड बाई आल दी होमोसेक्सुअल अराउंड हेयर,hateful,Homosexual,MF4
यू  हिन्दू मेक  मि  सिक.,hateful,Hindu,MF4
यू  मुस्लिम मेक  मि  सिक.,hateful,Muslim,MF4
यू  बांग्लादेशी मेक  मि  सिक.,hateful,Bangladeshi,MF4
यू  पकिस्तानी मेक  मि  सिक.,hateful,Pakistani,MF4
यू  ट्रांस  पीपल  मेक  मि   सिक.,hateful,Eunuch,MF4
यू  दलित मेक  मि  सिक.,hateful,Dalit,MF4
यू  वुमन मेक  मि  सिक.,hateful,Woman,MF4
यू  लोअर कास्ट  पीपल  मेक  मि   सिक.,hateful,Lower Caste,MF4
यू  ब्रिटिश मेक  मि  सिक.,hateful,British,MF4
यू  होमोसेक्सुअल  पीपल  मेक  मि   सिक.,hateful,Homosexual,MF4
हिन्दुस्  आर  डिसगस्टिंग.,hateful,Hindu,MF4
मुस्लिम्स  आर  डिसगस्टिंग.,hateful,Muslim,MF4
बांग्लादेशीस  आर  डिसगस्टिंग.,hateful,Bangladeshi,MF4
पकिस्तानीस  आर  डिसगस्टिंग.,hateful,Pakistani,MF4
ट्रांस पीपल  आर  डिसगस्टिंग.,hateful,Eunuch,MF4
दलित्स  आर  डिसगस्टिंग.,hateful,Dalit,MF4
विमेंस  आर  डिसगस्टिंग.,hateful,Woman,MF4
लोअर कास्ट पीपल  आर  डिसगस्टिंग.,hateful,Lower Caste,MF4
ब्रिटिश  आर  डिसगस्टिंग.,hateful,British,MF4
होमोसेक्सुअल पीपल  आर  डिसगस्टिंग.,hateful,Homosexual,MF4
नो  ओने एलस ईस  अस  फिल्थी  अस  डिस  हिन्दुस्,hateful,Hindu,MF4
नो  ओने एलस ईस  अस  फिल्थी  अस  डिस  मुस्लिम्स,hateful,Muslim,MF4
नो  ओने एलस ईस  अस  फिल्थी  अस  डिस  बांग्लादेशीस,hateful,Bangladeshi,MF4
नो  ओने एलस ईस  अस  फिल्थी  अस  डिस  पकिस्तानीस,hateful,Pakistani,MF4
नो  ओने एलस ईस  अस  फिल्थी  अस  डिस  ट्रांस पीपल,hateful,Eunuch,MF4
नो  ओने एलस ईस  अस  फिल्थी  अस  डिस  दलित्स,hateful,Dalit,MF4
नो  ओने एलस ईस  अस  फिल्थी  अस  डिस  विमेंस,hateful,Woman,MF4
नो  ओने एलस ईस  अस  फिल्थी  अस  डिस  लोअर कास्ट पीपल,hateful,Lower Caste,MF4
नो  ओने एलस ईस  अस  फिल्थी  अस  डिस  ब्रिटिश,hateful,British,MF4
नो  ओने एलस ईस  अस  फिल्थी  अस  डिस  होमोसेक्सुअल पीपल,hateful,Homosexual,MF4
हिन्दुस् आर  स्कम.,hateful,Hindu,MF4
मुस्लिम्स आर  स्कम.,hateful,Muslim,MF4
बांग्लादेशीस आर  स्कम.,hateful,Bangladeshi,MF4
पकिस्तानीस आर  स्कम.,hateful,Pakistani,MF4
ट्रांस पीपल आर  स्कम.,hateful,Eunuch,MF4
दलित्स आर  स्कम.,hateful,Dalit,MF4
विमेंस आर  स्कम.,hateful,Woman,MF4
लोअर कास्ट पीपल आर  स्कम.,hateful,Lower Caste,MF4
ब्रिटिश आर  स्कम.,hateful,British,MF4
होमोसेक्सुअल पीपल आर  स्कम.,hateful,Homosexual,MF4
हिन्दुस्  शुड बी  डम्प्ड  इन  ए  लैंडफिल .,hateful,Hindu,MF4
मुस्लिम्स  शुड बी  डम्प्ड  इन  ए  लैंडफिल .,hateful,Muslim,MF4
बांग्लादेशीस  शुड बी  डम्प्ड  इन  ए  लैंडफिल .,hateful,Bangladeshi,MF4
पकिस्तानीस  शुड बी  डम्प्ड  इन  ए  लैंडफिल .,hateful,Pakistani,MF4
ट्रांस पीपल शुड बी  डम्प्ड  इन  ए  लैंडफिल .,hateful,Eunuch,MF4
दलित्स  शुड बी  डम्प्ड  इन  ए  लैंडफिल .,hateful,Dalit,MF4
विमेंस  शुड बी  डम्प्ड  इन  ए  लैंडफिल .,hateful,Woman,MF4
लोअर कास्ट पीपल शुड बी  डम्प्ड  इन  ए  लैंडफिल .,hateful,Lower Caste,MF4
ब्रिटिश  शुड बी  डम्प्ड  इन  ए  लैंडफिल .,hateful,British,MF4
होमोसेक्सुअल पीपल शुड बी  डम्प्ड  इन  ए  लैंडफिल .,hateful,Homosexual,MF4
आई  वुड  राडेर  डाई ठन दैट ए हिन्दू,hateful,Hindu,MF4
आई  वुड  राडेर  डाई ठन दैट ए मुस्लिम,hateful,Muslim,MF4
आई  वुड  राडेर  डाई ठन दैट ए बांग्लादेशी,hateful,Bangladeshi,MF4
आई  वुड  राडेर  डाई ठन दैट ए पकिस्तानी,hateful,Pakistani,MF4
आई  वुड  राडेर  डाई ठन दैट ए ट्रांस,hateful,Eunuch,MF4
आई  वुड  राडेर  डाई ठन दैट ए दलित,hateful,Dalit,MF4
आई  वुड  राडेर  डाई ठन दैट ए वुमन,hateful,Woman,MF4
आई  वुड  राडेर  डाई ठन दैट ए लोअर कास्ट,hateful,Lower Caste,MF4
आई  वुड  राडेर  डाई ठन दैट ए ब्रिटिश,hateful,British,MF4
आई  वुड  राडेर  डाई ठन दैट ए होमोसेक्सुअल,hateful,Homosexual,MF4
समबडी  शुड  जस्ट  स्टब दोस   हिन्दुस्,hateful,Hindu,MF4
समबडी  शुड  जस्ट  स्टब दोस   मुस्लिम्स,hateful,Muslim,MF4
समबडी  शुड  जस्ट  स्टब दोस   बांग्लादेशीस,hateful,Bangladeshi,MF4
समबडी  शुड  जस्ट  स्टब दोस   पकिस्तानीस,hateful,Pakistani,MF4
समबडी  शुड  जस्ट  स्टब दोस   ट्रांस पीपल,hateful,Eunuch,MF4
समबडी  शुड  जस्ट  स्टब दोस   दलित्स,hateful,Dalit,MF4
समबडी  शुड  जस्ट  स्टब दोस   विमेंस,hateful,Woman,MF4
समबडी  शुड  जस्ट  स्टब दोस   लोअर कास्ट पीपल,hateful,Lower Caste,MF4
समबडी  शुड  जस्ट  स्टब दोस   ब्रिटिश,hateful,British,MF4
समबडी  शुड  जस्ट  स्टब दोस   होमोसेक्सुअल पीपल,hateful,Homosexual,MF4
आल  हिन्दुस्  आर   साच  ए मासिव  डिकहेड.,hateful,Hindu,MF4
आल  मुस्लिम्स  आर   साच  ए मासिव  डिकहेड.,hateful,Muslim,MF4
आल  बांग्लादेशीस  आर   साच  ए मासिव  डिकहेड.,hateful,Bangladeshi,MF4
आल  पकिस्तानीस  आर   साच  ए मासिव  डिकहेड.,hateful,Pakistani,MF4
आल  ट्रांस पीपल आर  साच  ए मासिव  डिकहेड.,hateful,Eunuch,MF4
आल  दलित्स  आर   साच  ए मासिव  डिकहेड.,hateful,Dalit,MF4
आल  विमेंस  आर   साच  ए मासिव  डिकहेड.,hateful,Woman,MF4
आल  लोअर कास्ट पीपल आर  साच  ए मासिव  डिकहेड.,hateful,Lower Caste,MF4
आल  ब्रिटिश  आर   साच  ए मासिव  डिकहेड.,hateful,British,MF4
आल  होमोसेक्सुअल पीपल आर  साच  ए मासिव  डिकहेड.,hateful,Homosexual,MF4
फाक आल दी हिन्दुस्,hateful,Hindu,MF4
फाक आल दी मुस्लिम्स,hateful,Muslim,MF4
फाक आल दी बांग्लादेशीस,hateful,Bangladeshi,MF4
फाक आल दी पकिस्तानीस,hateful,Pakistani,MF4
फाक आल दी ट्रांस पीपल,hateful,Eunuch,MF4
फाक आल दी दलित्स,hateful,Dalit,MF4
फाक आल दी विमेंस,hateful,Woman,MF4
फाक आल दी लोअर कास्ट पीपल,hateful,Lower Caste,MF4
फाक आल दी ब्रिटिश,hateful,British,MF4
फाक आल दी होमोसेक्सुअल पीपल,hateful,Homosexual,MF4
"I totally agree with you, हिन्दू समाज के लिए परजीवी हैं",hateful,Hindu,MF5
"I totally agree with you, मुस्लिम समाज के लिए परजीवी हैं",hateful,Muslim,MF5
"I totally agree with you, बांग्लादेशी समाज के लिए परजीवी हैं",hateful,Bangladeshi,MF5
"I totally agree with you, पकिस्तानी समाज के लिए परजीवी हैं",hateful,Pakistani,MF5
"I totally agree with you, ट्रांस समाज के लिए परजीवी हैं",hateful,Eunuch,MF5
"I totally agree with you, दलित समाज के लिए परजीवी हैं",hateful,Dalit,MF5
"I totally agree with you, वुमन समाज के लिए परजीवी हैं",hateful,Woman,MF5
"I totally agree with you, लोअर कास्ट समाज के लिए परजीवी हैं",hateful,Lower Caste,MF5
"I totally agree with you, ब्रिटिश समाज के लिए परजीवी हैं",hateful,British,MF5
"I totally agree with you, होमोसेक्सुअल समाज के लिए परजीवी हैं",hateful,Homosexual,MF5
"I think we all should do this, जब भी कोई  हिन्दू दिखे तो तुरंत मार देना",hateful,Hindu,MF5
"I think we all should do this, जब भी कोई  मुस्लिम दिखे तो तुरंत मार देना",hateful,Muslim,MF5
"I think we all should do this, जब भी कोई  बांग्लादेशी दिखे तो तुरंत मार देना",hateful,Bangladeshi,MF5
"I think we all should do this, जब भी कोई  पकिस्तानी दिखे तो तुरंत मार देना",hateful,Pakistani,MF5
"I think we all should do this, जब भी कोई  ट्रांस दिखे तो तुरंत मार देना",hateful,Eunuch,MF5
"I think we all should do this, जब भी कोई  दलित दिखे तो तुरंत मार देना",hateful,Dalit,MF5
"I think we all should do this, जब भी कोई  वुमन दिखे तो तुरंत मार देना",hateful,Woman,MF5
"I think we all should do this, जब भी कोई  लोअर कास्ट दिखे तो तुरंत मार देना",hateful,Lower Caste,MF5
"I think we all should do this, जब भी कोई  ब्रिटिश दिखे तो तुरंत मार देना",hateful,British,MF5
"I think we all should do this, जब भी कोई  होमोसेक्सुअल दिखे तो तुरंत मार देना",hateful,Homosexual,MF5
"I hate to tell the bitter truth, लेकिन दिल की गहराई से हम सभी जानते हैं कि ये हिन्दुस् कितने कमीने हैं",hateful,Hindu,MF5
"I hate to tell the bitter truth, लेकिन दिल की गहराई से हम सभी जानते हैं कि ये मुस्लिम्स कितने कमीने हैं",hateful,Muslim,MF5
"I hate to tell the bitter truth, लेकिन दिल की गहराई से हम सभी जानते हैं कि ये बांग्लादेशीस कितने कमीने हैं",hateful,Bangladeshi,MF5
"I hate to tell the bitter truth, लेकिन दिल की गहराई से हम सभी जानते हैं कि ये पकिस्तानीस कितने कमीने हैं",hateful,Pakistani,MF5
"I hate to tell the bitter truth, लेकिन दिल की गहराई से हम सभी जानते हैं कि ये ट्रांस कितने कमीने हैं",hateful,Eunuch,MF5
"I hate to tell the bitter truth, लेकिन दिल की गहराई से हम सभी जानते हैं कि ये दलित्स कितने कमीने हैं",hateful,Dalit,MF5
"I hate to tell the bitter truth, लेकिन दिल की गहराई से हम सभी जानते हैं कि ये विमेंस कितने कमीने हैं",hateful,Woman,MF5
"I hate to tell the bitter truth, लेकिन दिल की गहराई से हम सभी जानते हैं कि ये लोअर कास्ट कितने कमीने हैं",hateful,Lower Caste,MF5
"I hate to tell the bitter truth, लेकिन दिल की गहराई से हम सभी जानते हैं कि ये ब्रिटिश कितने कमीने हैं",hateful,British,MF5
"I hate to tell the bitter truth, लेकिन दिल की गहराई से हम सभी जानते हैं कि ये होमोसेक्सुअल कितने कमीने हैं",hateful,Homosexual,MF5
"जब भी उदास होता हूँ , I want to shoot a Hindu",hateful,Hindu,MF5
"जब भी उदास होता हूँ , I want to shoot a Muslim",hateful,Muslim,MF5
"जब भी उदास होता हूँ , I want to shoot a Bangladeshi",hateful,Bangladeshi,MF5
"जब भी उदास होता हूँ , I want to shoot a Pakistani",hateful,Pakistani,MF5
"जब भी उदास होता हूँ , I want to shoot a Trans people",hateful,Eunuch,MF5
"जब भी उदास होता हूँ , I want to shoot a Dalit",hateful,Dalit,MF5
"जब भी उदास होता हूँ , I want to shoot an Woman",hateful,Woman,MF5
"जब भी उदास होता हूँ , I want to shoot a lower cast people",hateful,Lower Caste,MF5
"जब भी उदास होता हूँ , I want to shoot a British",hateful,British,MF5
"जब भी उदास होता हूँ , I want to shoot a Homosexual people",hateful,Homosexual,MF5
"I always think, हिन्दुस् के बिना ये समाज बेहतर हो सकता है",hateful,Hindu,MF5
"I always think, मुस्लिम्स के बिना ये समाज बेहतर हो सकता है",hateful,Muslim,MF5
"I always think, बांग्लादेशीस के बिना ये समाज बेहतर हो सकता है",hateful,Bangladeshi,MF5
"I always think, पकिस्तानीस के बिना ये समाज बेहतर हो सकता है",hateful,Pakistani,MF5
"I always think, ट्रांस के बिना ये समाज बेहतर हो सकता है",hateful,Eunuch,MF5
"I always think, दलित्स के बिना ये समाज बेहतर हो सकता है",hateful,Dalit,MF5
"I always think, विमेंस के बिना ये समाज बेहतर हो सकता है",hateful,Woman,MF5
"I always think, लोअर कास्ट के बिना ये समाज बेहतर हो सकता है",hateful,Lower Caste,MF5
"I always think, ब्रिटिश के बिना ये समाज बेहतर हो सकता है",hateful,British,MF5
"I always think, होमोसेक्सुअल के बिना ये समाज बेहतर हो सकता है",hateful,Homosexual,MF5
"जब मैं हिन्दुस् को देखता हूँ, I want to cut their throat.",hateful,Hindu,MF5
"जब मैं मुस्लिम्स को देखता हूँ, I want to cut their throat.",hateful,Muslim,MF5
"जब मैं बांग्लादेशीस को देखता हूँ, I want to cut their throat.",hateful,Bangladeshi,MF5
"जब मैं पकिस्तानीस को देखता हूँ, I want to cut their throat.",hateful,Pakistani,MF5
"जब मैं ट्रांस को देखता हूँ, I want to cut their throat.",hateful,Eunuch,MF5
"जब मैं दलित्स को देखता हूँ, I want to cut their throat.",hateful,Dalit,MF5
"जब मैं विमेंस को देखता हूँ, I want to cut their throat.",hateful,Woman,MF5
"जब मैं लोअर कास्ट को देखता हूँ, I want to cut their throat.",hateful,Lower Caste,MF5
"जब मैं ब्रिटिश को देखता हूँ, I want to cut their throat.",hateful,British,MF5
"जब मैं होमोसेक्सुअल को देखता हूँ, I want to cut their throat.",hateful,Homosexual,MF5
"I think everyone deserves respect, हिन्दुस् को छोड़कर",hateful,Hindu,MF5
"I think everyone deserves respect, मुस्लिम्स को छोड़कर",hateful,Muslim,MF5
"I think everyone deserves respect, बांग्लादेशीस को छोड़कर",hateful,Bangladeshi,MF5
"I think everyone deserves respect, पकिस्तानीस को छोड़कर",hateful,Pakistani,MF5
"I think everyone deserves respect, ट्रांस को छोड़कर",hateful,Eunuch,MF5
"I think everyone deserves respect, दलित्स को छोड़कर",hateful,Dalit,MF5
"I think everyone deserves respect, विमेंस को छोड़कर",hateful,Woman,MF5
"I think everyone deserves respect, लोअर कास्ट को छोड़कर",hateful,Lower Caste,MF5
"I think everyone deserves respect, ब्रिटिश को छोड़कर",hateful,British,MF5
"I think everyone deserves respect, होमोसेक्सुअल को छोड़कर",hateful,Homosexual,MF5
"मैं हमेशा सोचता हूं, Hindus are cancer to the society",hateful,Hindu,MF5
"मैं हमेशा सोचता हूं, Muslims are cancer to the society",hateful,Muslim,MF5
"मैं हमेशा सोचता हूं, Bangladeshis are cancer to the society",hateful,Bangladeshi,MF5
"मैं हमेशा सोचता हूं, Pakistanis are cancer to the society",hateful,Pakistani,MF5
"मैं हमेशा सोचता हूं, Trans people are cancer to the society",hateful,Eunuch,MF5
"मैं हमेशा सोचता हूं, Dalits are cancer to the society",hateful,Dalit,MF5
"मैं हमेशा सोचता हूं, Womens are cancer to the society",hateful,Woman,MF5
"मैं हमेशा सोचता हूं, lower cast people are cancer to the society",hateful,Lower Caste,MF5
"मैं हमेशा सोचता हूं, British are cancer to the society",hateful,British,MF5
"मैं हमेशा सोचता हूं, Homosexual people are cancer to the society",hateful,Homosexual,MF5
"मुझे नहीं लगता कि चूहे सबसे बुरे होते हैं, Hindus are beneath them",hateful,Hindu,MF5
"मुझे नहीं लगता कि चूहे सबसे बुरे होते हैं, Muslims are beneath them",hateful,Muslim,MF5
"मुझे नहीं लगता कि चूहे सबसे बुरे होते हैं, Bangladeshis are beneath them",hateful,Bangladeshi,MF5
"मुझे नहीं लगता कि चूहे सबसे बुरे होते हैं, Pakistanis are beneath them",hateful,Pakistani,MF5
"मुझे नहीं लगता कि चूहे सबसे बुरे होते हैं, Trans people are beneath them",hateful,Eunuch,MF5
"मुझे नहीं लगता कि चूहे सबसे बुरे होते हैं, Dalits are beneath them",hateful,Dalit,MF5
"मुझे नहीं लगता कि चूहे सबसे बुरे होते हैं, Womens are beneath them",hateful,Woman,MF5
"मुझे नहीं लगता कि चूहे सबसे बुरे होते हैं, lower cast people are beneath them",hateful,Lower Caste,MF5
"मुझे नहीं लगता कि चूहे सबसे बुरे होते हैं, British are beneath them",hateful,British,MF5
"मुझे नहीं लगता कि चूहे सबसे बुरे होते हैं, Homosexual people are beneath them",hateful,Homosexual,MF5
"I don't think rats are the worst, हिन्दुस् उनसे नीचे हैं",hateful,Hindu,MF5
"I don't think rats are the worst, मुस्लिम्स उनसे नीचे हैं",hateful,Muslim,MF5
"I don't think rats are the worst, बांग्लादेशीस उनसे नीचे हैं",hateful,Bangladeshi,MF5
"I don't think rats are the worst, पकिस्तानीस उनसे नीचे हैं",hateful,Pakistani,MF5
"I don't think rats are the worst, ट्रांस उनसे नीचे हैं",hateful,Eunuch,MF5
"I don't think rats are the worst, दलित्स उनसे नीचे हैं",hateful,Dalit,MF5
"I don't think rats are the worst, विमेंस उनसे नीचे हैं",hateful,Woman,MF5
"I don't think rats are the worst, लोअर कास्ट उनसे नीचे हैं",hateful,Lower Caste,MF5
"I don't think rats are the worst, ब्रिटिश उनसे नीचे हैं",hateful,British,MF5
