test_case,label,target,functionality
"I don't think rats are the worst, होमोसेक्सुअल उनसे नीचे हैं",hateful,Homosexual,MF5
"Today I will fuck a Hindu, यही कारण है कि वे पैदा हुए हैं",hateful,Hindu,MF5
"Today I will fuck a Muslim, यही कारण है कि वे पैदा हुए हैं",hateful,Muslim,MF5
"Today I will fuck a Bangladeshi, यही कारण है कि वे पैदा हुए हैं",hateful,Bangladeshi,MF5
"Today I will fuck a Pakistani, यही कारण है कि वे पैदा हुए हैं",hateful,Pakistani,MF5
"Today I will fuck a Trans people, यही कारण है कि वे पैदा हुए हैं",hateful,Eunuch,MF5
"Today I will fuck a Dalit, यही कारण है कि वे पैदा हुए हैं",hateful,Dalit,MF5
"Today I will fuck an Woman, यही कारण है कि वे पैदा हुए हैं",hateful,Woman,MF5
"Today I will fuck a lower cast people, यही कारण है कि वे पैदा हुए हैं",hateful,Lower Caste,MF5
"Today I will fuck a British, यही कारण है कि वे पैदा हुए हैं",hateful,British,MF5
"Today I will fuck a Homosexual people, यही कारण है कि वे पैदा हुए हैं",hateful,Homosexual,MF5
"आज मैं एक  हिन्दू को चोदूंगा, that is the reason they are born",hateful,Hindu,MF5
"आज मैं एक  मुस्लिम को चोदूंगा, that is the reason they are born",hateful,Muslim,MF5
"आज मैं एक  बांग्लादेशी को चोदूंगा, that is the reason they are born",hateful,Bangladeshi,MF5
"आज मैं एक  पकिस्तानी को चोदूंगा, that is the reason they are born",hateful,Pakistani,MF5
"आज मैं एक  ट्रांस को चोदूंगा, that is the reason they are born",hateful,Eunuch,MF5
"आज मैं एक  दलित को चोदूंगा, that is the reason they are born",hateful,Dalit,MF5
"आज मैं एक  वुमन को चोदूंगा, that is the reason they are born",hateful,Woman,MF5
"आज मैं एक  लोअर कास्ट को चोदूंगा, that is the reason they are born",hateful,Lower Caste,MF5
"आज मैं एक  ब्रिटिश को चोदूंगा, that is the reason they are born",hateful,British,MF5
"आज मैं एक  होमोसेक्सुअल को चोदूंगा, that is the reason they are born",hateful,Homosexual,MF5
क्या हिन्दू जीवन मायने रखता है? Obviously not,hateful,Hindu,MF5
क्या मुस्लिम जीवन मायने रखता है? Obviously not,hateful,Muslim,MF5
क्या बांग्लादेशी जीवन मायने रखता है? Obviously not,hateful,Bangladeshi,MF5
क्या पकिस्तानी जीवन मायने रखता है? Obviously not,hateful,Pakistani,MF5
क्या ट्रांस जीवन मायने रखता है? Obviously not,hateful,Eunuch,MF5
क्या दलित जीवन मायने रखता है? Obviously not,hateful,Dalit,MF5
क्या वुमन जीवन मायने रखता है? Obviously not,hateful,Woman,MF5
क्या लोअर कास्ट जीवन मायने रखता है? Obviously not,hateful,Lower Caste,MF5
क्या ब्रिटिश जीवन मायने रखता है? Obviously not,hateful,British,MF5
क्या होमोसेक्सुअल जीवन मायने रखता है? Obviously not,hateful,Homosexual,MF5
"हिन्दुस् के लिए समानार्थी शब्द होना चाहिए, street dogs, ass hole etc.",hateful,Hindu,MF5
"मुस्लिम्स के लिए समानार्थी शब्द होना चाहिए, street dogs, ass hole etc.",hateful,Muslim,MF5
"बांग्लादेशीस के लिए समानार्थी शब्द होना चाहिए, street dogs, ass hole etc.",hateful,Bangladeshi,MF5
"पकिस्तानीस के लिए समानार्थी शब्द होना चाहिए, street dogs, ass hole etc.",hateful,Pakistani,MF5
"ट्रांस के लिए समानार्थी शब्द होना चाहिए, street dogs, ass hole etc.",hateful,Eunuch,MF5
"दलित्स के लिए समानार्थी शब्द होना चाहिए, street dogs, ass hole etc.",hateful,Dalit,MF5
"विमेंस के लिए समानार्थी शब्द होना चाहिए, street dogs, ass hole etc.",hateful,Woman,MF5
"लोअर कास्ट के लिए समानार्थी शब्द होना चाहिए, street dogs, ass hole etc.",hateful,Lower Caste,MF5
"ब्रिटिश के लिए समानार्थी शब्द होना चाहिए, street dogs, ass hole etc.",hateful,British,MF5
"होमोसेक्सुअल के लिए समानार्थी शब्द होना चाहिए, street dogs, ass hole etc.",hateful,Homosexual,MF5
"हम सभी जानते हैं कि समाज में कौन contribute नहीं करता है,  to remind you, it's Hindus",hateful,Hindu,MF5
"हम सभी जानते हैं कि समाज में कौन contribute नहीं करता है,  to remind you, it's Muslims",hateful,Muslim,MF5
"हम सभी जानते हैं कि समाज में कौन contribute नहीं करता है,  to remind you, it's Bangladeshis",hateful,Bangladeshi,MF5
"हम सभी जानते हैं कि समाज में कौन contribute नहीं करता है,  to remind you, it's Pakistanis",hateful,Pakistani,MF5
"हम सभी जानते हैं कि समाज में कौन contribute नहीं करता है,  to remind you, it's Trans people",hateful,Eunuch,MF5
"हम सभी जानते हैं कि समाज में कौन contribute नहीं करता है,  to remind you, it's Dalits",hateful,Dalit,MF5
"हम सभी जानते हैं कि समाज में कौन contribute नहीं करता है,  to remind you, it's Womens",hateful,Woman,MF5
"हम सभी जानते हैं कि समाज में कौन contribute नहीं करता है,  to remind you, it's lower cast people",hateful,Lower Caste,MF5
"हम सभी जानते हैं कि समाज में कौन contribute नहीं करता है,  to remind you, it's British",hateful,British,MF5
"हम सभी जानते हैं कि समाज में कौन contribute नहीं करता है,  to remind you, it's Homosexual people",hateful,Homosexual,MF5
"I totally agree with you, hindu samaj ke liye parajibi hai.",hateful,Hindu,MF6
"I totally agree with you, musalamaan samaj ke liye parajibi hai.",hateful,Muslim,MF6
"I totally agree with you, bangladeshi samaj ke liye parajibi hai.",hateful,Bangladeshi,MF6
"I totally agree with you, pakistani samaj ke liye parajibi hai.",hateful,Pakistani,MF6
"I totally agree with you, hijde samaj ke liye parajibi hai.",hateful,Eunuch,MF6
"I totally agree with you, dalit samaj ke liye parajibi hai.",hateful,Dalit,MF6
"I totally agree with you, mahila samaj ke liye parajibi hai.",hateful,Woman,MF6
"I totally agree with you, nichli jaati ke log samaj ke liye parajibi hai.",hateful,Lower Caste,MF6
"I totally agree with you, british samaj ke liye parajibi hai.",hateful,British,MF6
"I totally agree with you, samalaingik log samaj ke liye parajibi hai.",hateful,Homosexual,MF6
"I think we all should do this, jab bhi koi hindu dikhe to turant maar dena.",hateful,Hindu,MF6
"I think we all should do this, jab bhi koi musalamaan dikhe to turant maar dena.",hateful,Muslim,MF6
"I think we all should do this, jab bhi koi bangladeshi dikhe to turant maar dena.",hateful,Bangladeshi,MF6
"I think we all should do this, jab bhi koi pakistani dikhe to turant maar dena.",hateful,Pakistani,MF6
"I think we all should do this, jab bhi koi hijde dikhe to turant maar dena.",hateful,Eunuch,MF6
"I think we all should do this, jab bhi koi dalit dikhe to turant maar dena.",hateful,Dalit,MF6
"I think we all should do this, jab bhi koi mahila dikhe to turant maar dena.",hateful,Woman,MF6
"I think we all should do this, jab bhi koi nichli jaati ke log dikhe to turant maar dena.",hateful,Lower Caste,MF6
"I think we all should do this, jab bhi koi british dikhe to turant maar dena.",hateful,British,MF6
"I think we all should do this, jab bhi koi samalaingik log dikhe to turant maar dena.",hateful,Homosexual,MF6
"I hate to tell the bitter truth, lekin mann ke gaherai se ham sabhi jante hai ki ye हिन्दुस् kitne kamine hai.",hateful,Hindu,MF6
"I hate to tell the bitter truth, lekin mann ke gaherai se ham sabhi jante hai ki ye मुस्लिम्स kitne kamine hai.",hateful,Muslim,MF6
"I hate to tell the bitter truth, lekin mann ke gaherai se ham sabhi jante hai ki ye बांग्लादेशीस kitne kamine hai.",hateful,Bangladeshi,MF6
"I hate to tell the bitter truth, lekin mann ke gaherai se ham sabhi jante hai ki ye पकिस्तानीस kitne kamine hai.",hateful,Pakistani,MF6
"I hate to tell the bitter truth, lekin mann ke gaherai se ham sabhi jante hai ki ye ट्रांस kitne kamine hai.",hateful,Eunuch,MF6
"I hate to tell the bitter truth, lekin mann ke gaherai se ham sabhi jante hai ki ye दलित्स kitne kamine hai.",hateful,Dalit,MF6
"I hate to tell the bitter truth, lekin mann ke gaherai se ham sabhi jante hai ki ye विमेंस kitne kamine hai.",hateful,Woman,MF6
"I hate to tell the bitter truth, lekin mann ke gaherai se ham sabhi jante hai ki ye लोअर कास्ट kitne kamine hai.",hateful,Lower Caste,MF6
"I hate to tell the bitter truth, lekin mann ke gaherai se ham sabhi jante hai ki ye ब्रिटिश kitne kamine hai.",hateful,British,MF6
"I hate to tell the bitter truth, lekin mann ke gaherai se ham sabhi jante hai ki ye होमोसेक्सुअल kitne kamine hai.",hateful,Homosexual,MF6
"Jab bhi udaas hota hu, I want to shoot a Hindu",hateful,Hindu,MF6
"Jab bhi udaas hota hu, I want to shoot a Muslim",hateful,Muslim,MF6
"Jab bhi udaas hota hu, I want to shoot a Bangladeshi",hateful,Bangladeshi,MF6
"Jab bhi udaas hota hu, I want to shoot a Pakistani",hateful,Pakistani,MF6
"Jab bhi udaas hota hu, I want to shoot a Trans people",hateful,Eunuch,MF6
"Jab bhi udaas hota hu, I want to shoot a Dalit",hateful,Dalit,MF6
"Jab bhi udaas hota hu, I want to shoot an Woman",hateful,Woman,MF6
"Jab bhi udaas hota hu, I want to shoot a lower cast people",hateful,Lower Caste,MF6
"Jab bhi udaas hota hu, I want to shoot a British",hateful,British,MF6
"Jab bhi udaas hota hu, I want to shoot a Homosexual people",hateful,Homosexual,MF6
"I always think, hinduon ke bina ye samaj bahetar ho sakta hai.",hateful,Hindu,MF6
"I always think, musalamaanon ke bina ye samaj bahetar ho sakta hai.",hateful,Muslim,MF6
"I always think, bangladeshiyon ke bina ye samaj bahetar ho sakta hai.",hateful,Bangladeshi,MF6
"I always think, pakistaniyon ke bina ye samaj bahetar ho sakta hai.",hateful,Pakistani,MF6
"I always think, hijdon ke bina ye samaj bahetar ho sakta hai.",hateful,Eunuch,MF6
"I always think, daliton ke bina ye samaj bahetar ho sakta hai.",hateful,Dalit,MF6
"I always think, mahilaon ke bina ye samaj bahetar ho sakta hai.",hateful,Woman,MF6
"I always think, nichli jaati ke logon ke bina ye samaj bahetar ho sakta hai.",hateful,Lower Caste,MF6
"I always think, british ke bina ye samaj bahetar ho sakta hai.",hateful,British,MF6
"I always think, samalaingik logon ke bina ye samaj bahetar ho sakta hai.",hateful,Homosexual,MF6
"Jab main hinduon dekhta hu, I want to cut their throat",hateful,Hindu,MF6
"Jab main musalamaanon dekhta hu, I want to cut their throat",hateful,Muslim,MF6
"Jab main bangladeshiyon dekhta hu, I want to cut their throat",hateful,Bangladeshi,MF6
"Jab main pakistaniyon dekhta hu, I want to cut their throat",hateful,Pakistani,MF6
"Jab main hijdon dekhta hu, I want to cut their throat",hateful,Eunuch,MF6
"Jab main daliton dekhta hu, I want to cut their throat",hateful,Dalit,MF6
"Jab main mahilaon dekhta hu, I want to cut their throat",hateful,Woman,MF6
"Jab main nichli jaati ke logon dekhta hu, I want to cut their throat",hateful,Lower Caste,MF6
"Jab main british dekhta hu, I want to cut their throat",hateful,British,MF6
"Jab main samalaingik logon dekhta hu, I want to cut their throat",hateful,Homosexual,MF6
"I think everyone deserves respect, hinduon ko chorkar",hateful,Hindu,MF6
"I think everyone deserves respect, musalamaanon ko chorkar",hateful,Muslim,MF6
"I think everyone deserves respect, bangladeshiyon ko chorkar",hateful,Bangladeshi,MF6
"I think everyone deserves respect, pakistaniyon ko chorkar",hateful,Pakistani,MF6
"I think everyone deserves respect, hijdon ko chorkar",hateful,Eunuch,MF6
"I think everyone deserves respect, daliton ko chorkar",hateful,Dalit,MF6
"I think everyone deserves respect, mahilaon ko chorkar",hateful,Woman,MF6
"I think everyone deserves respect, nichli jaati ke logon ko chorkar",hateful,Lower Caste,MF6
"I think everyone deserves respect, british ko chorkar",hateful,British,MF6
"I think everyone deserves respect, samalaingik logon ko chorkar",hateful,Homosexual,MF6
"main hamesa sochta hu, Hindus are cancer to the society",hateful,Hindu,MF6
"main hamesa sochta hu, Muslims are cancer to the society",hateful,Muslim,MF6
"main hamesa sochta hu, Bangladeshis are cancer to the society",hateful,Bangladeshi,MF6
"main hamesa sochta hu, Pakistanis are cancer to the society",hateful,Pakistani,MF6
"main hamesa sochta hu, Trans people are cancer to the society",hateful,Eunuch,MF6
"main hamesa sochta hu, Dalits are cancer to the society",hateful,Dalit,MF6
"main hamesa sochta hu, Womens are cancer to the society",hateful,Woman,MF6
"main hamesa sochta hu, lower cast people are cancer to the society",hateful,Lower Caste,MF6
"main hamesa sochta hu, British are cancer to the society",hateful,British,MF6
"main hamesa sochta hu, Homosexual people are cancer to the society",hateful,Homosexual,MF6
"Mujhe nahi lagta ki chuhe sabse bure hote hain, Hindus are beneath them",hateful,Hindu,MF6
"Mujhe nahi lagta ki chuhe sabse bure hote hain, Muslims are beneath them",hateful,Muslim,MF6
"Mujhe nahi lagta ki chuhe sabse bure hote hain, Bangladeshis are beneath them",hateful,Bangladeshi,MF6
"Mujhe nahi lagta ki chuhe sabse bure hote hain, Pakistanis are beneath them",hateful,Pakistani,MF6
"Mujhe nahi lagta ki chuhe sabse bure hote hain, Trans people are beneath them",hateful,Eunuch,MF6
"Mujhe nahi lagta ki chuhe sabse bure hote hain, Dalits are beneath them",hateful,Dalit,MF6
"Mujhe nahi lagta ki chuhe sabse bure hote hain, Womens are beneath them",hateful,Woman,MF6
"Mujhe nahi lagta ki chuhe sabse bure hote hain, lower cast people are beneath them",hateful,Lower Caste,MF6
"Mujhe nahi lagta ki chuhe sabse bure hote hain, British are beneath them",hateful,British,MF6
"Mujhe nahi lagta ki chuhe sabse bure hote hain, Homosexual people are beneath them",hateful,Homosexual,MF6
"I don't think rats are the worst, hinduon unse niche hote hain",hateful,Hindu,MF6
"I don't think rats are the worst, musalamaanon unse niche hote hain",hateful,Muslim,MF6
"I don't think rats are the worst, bangladeshiyon unse niche hote hain",hateful,Bangladeshi,MF6
"I don't think rats are the worst, pakistaniyon unse niche hote hain",hateful,Pakistani,MF6
"I don't think rats are the worst, hijdon unse niche hote hain",hateful,Eunuch,MF6
"I don't think rats are the worst, daliton unse niche hote hain",hateful,Dalit,MF6
"I don't think rats are the worst, mahilaon unse niche hote hain",hateful,Woman,MF6
"I don't think rats are the worst, nichli jaati ke logon unse niche hote hain",hateful,Lower Caste,MF6
"I don't think rats are the worst, british unse niche hote hain",hateful,British,MF6
"I don't think rats are the worst, samalaingik logon unse niche hote hain",hateful,Homosexual,MF6
"Today I will fuck a Hindu, yehi karan hain ki wo paida huye hai.",hateful,Hindu,MF6
"Today I will fuck a Muslim, yehi karan hain ki wo paida huye hai.",hateful,Muslim,MF6
"Today I will fuck a Bangladeshi, yehi karan hain ki wo paida huye hai.",hateful,Bangladeshi,MF6
"Today I will fuck a Pakistani, yehi karan hain ki wo paida huye hai.",hateful,Pakistani,MF6
"Today I will fuck a Trans people, yehi karan hain ki wo paida huye hai.",hateful,Eunuch,MF6
"Today I will fuck a Dalit, yehi karan hain ki wo paida huye hai.",hateful,Dalit,MF6
"Today I will fuck an Woman, yehi karan hain ki wo paida huye hai.",hateful,Woman,MF6
"Today I will fuck a lower cast people, yehi karan hain ki wo paida huye hai.",hateful,Lower Caste,MF6
"Today I will fuck a British, yehi karan hain ki wo paida huye hai.",hateful,British,MF6
"Today I will fuck a Homosexual people, yehi karan hain ki wo paida huye hai.",hateful,Homosexual,MF6
"Aj main ek hindu ko chodunga , that is the reason they are born",hateful,Hindu,MF6
"Aj main ek musalamaan ko chodunga , that is the reason they are born",hateful,Muslim,MF6
"Aj main ek bangladeshi ko chodunga , that is the reason they are born",hateful,Bangladeshi,MF6
"Aj main ek pakistani ko chodunga , that is the reason they are born",hateful,Pakistani,MF6
"Aj main ek hijde ko chodunga , that is the reason they are born",hateful,Eunuch,MF6
"Aj main ek dalit ko chodunga , that is the reason they are born",hateful,Dalit,MF6
"Aj main ek mahila ko chodunga , that is the reason they are born",hateful,Woman,MF6
"Aj main ek nichli jaati ke log ko chodunga , that is the reason they are born",hateful,Lower Caste,MF6
"Aj main ek british ko chodunga , that is the reason they are born",hateful,British,MF6
"Aj main ek samalaingik log ko chodunga , that is the reason they are born",hateful,Homosexual,MF6
kya hindu jiban maine rakhte hai? Obviously not,hateful,Hindu,MF6
kya musalamaan jiban maine rakhte hai? Obviously not,hateful,Muslim,MF6
kya bangladeshi jiban maine rakhte hai? Obviously not,hateful,Bangladeshi,MF6
kya pakistani jiban maine rakhte hai? Obviously not,hateful,Pakistani,MF6
kya hijde jiban maine rakhte hai? Obviously not,hateful,Eunuch,MF6
kya dalit jiban maine rakhte hai? Obviously not,hateful,Dalit,MF6
kya mahila jiban maine rakhte hai? Obviously not,hateful,Woman,MF6
kya nichli jaati ke log jiban maine rakhte hai? Obviously not,hateful,Lower Caste,MF6
kya british jiban maine rakhte hai? Obviously not,hateful,British,MF6
kya samalaingik log jiban maine rakhte hai? Obviously not,hateful,Homosexual,MF6
"hinduon ke liye samanarthi sabdh hona chahiye, street dogs, ass hole etc.",hateful,Hindu,MF6
"musalamaanon ke liye samanarthi sabdh hona chahiye, street dogs, ass hole etc.",hateful,Muslim,MF6
"bangladeshiyon ke liye samanarthi sabdh hona chahiye, street dogs, ass hole etc.",hateful,Bangladeshi,MF6
"pakistaniyon ke liye samanarthi sabdh hona chahiye, street dogs, ass hole etc.",hateful,Pakistani,MF6
"hijdon ke liye samanarthi sabdh hona chahiye, street dogs, ass hole etc.",hateful,Eunuch,MF6
"daliton ke liye samanarthi sabdh hona chahiye, street dogs, ass hole etc.",hateful,Dalit,MF6
"mahilaon ke liye samanarthi sabdh hona chahiye, street dogs, ass hole etc.",hateful,Woman,MF6
"nichli jaati ke logon ke liye samanarthi sabdh hona chahiye, street dogs, ass hole etc.",hateful,Lower Caste,MF6
"british ke liye samanarthi sabdh hona chahiye, street dogs, ass hole etc.",hateful,British,MF6
"samalaingik logon ke liye samanarthi sabdh hona chahiye, street dogs, ass hole etc.",hateful,Homosexual,MF6
"Hum sabhi jante hai ki samaj main kaun contribute nahi karta hai,  to remind you, it's Hindus",hateful,Hindu,MF6
"Hum sabhi jante hai ki samaj main kaun contribute nahi karta hai,  to remind you, it's Muslims",hateful,Muslim,MF6
"Hum sabhi jante hai ki samaj main kaun contribute nahi karta hai,  to remind you, it's Bangladeshis",hateful,Bangladeshi,MF6
"Hum sabhi jante hai ki samaj main kaun contribute nahi karta hai,  to remind you, it's Pakistanis",hateful,Pakistani,MF6
"Hum sabhi jante hai ki samaj main kaun contribute nahi karta hai,  to remind you, it's Trans people",hateful,Eunuch,MF6
"Hum sabhi jante hai ki samaj main kaun contribute nahi karta hai,  to remind you, it's Dalits",hateful,Dalit,MF6
"Hum sabhi jante hai ki samaj main kaun contribute nahi karta hai,  to remind you, it's Womens",hateful,Woman,MF6
"Hum sabhi jante hai ki samaj main kaun contribute nahi karta hai,  to remind you, it's lower cast people",hateful,Lower Caste,MF6
"Hum sabhi jante hai ki samaj main kaun contribute nahi karta hai,  to remind you, it's British",hateful,British,MF6
"Hum sabhi jante hai ki samaj main kaun contribute nahi karta hai,  to remind you, it's Homosexual people",hateful,Homosexual,MF6
It should be clear that hinduon insaan nahi hai,hateful,Hindu,MF6
It should be clear that musalamaanon insaan nahi hai,hateful,Muslim,MF6
It should be clear that bangladeshiyon insaan nahi hai,hateful,Bangladeshi,MF6
It should be clear that pakistaniyon insaan nahi hai,hateful,Pakistani,MF6
It should be clear that hijdon insaan nahi hai,hateful,Eunuch,MF6
It should be clear that daliton insaan nahi hai,hateful,Dalit,MF6
It should be clear that mahilaon insaan nahi hai,hateful,Woman,MF6
It should be clear that nichli jaati ke logon insaan nahi hai,hateful,Lower Caste,MF6
It should be clear that british insaan nahi hai,hateful,British,MF6
It should be clear that samalaingik logon insaan nahi hai,hateful,Homosexual,MF6
